Date,iShares Core S&P 500,iShares MSCI Eurozone,iShares MSCI United Kingdom,iShares Latin America 40,iShares MSCI Japan,iShares China Large-Cap,iShares Gold,iShares Silver,iShares 7-10 Year Treasury,iShares TIPS,iShares iBoxx $ Investment Grade
2006-08-07,-0.0008037578805917688,-0.0041929854901589375,-0.0015617897631500653,-0.00943787714573123,-0.02222262023004988,0.006769958487433073,0.004015144647769489,-0.006075174999578367,-0.0015289446401857564,-0.00047665701810199783,-0.0010381003893807227
2006-08-08,-0.004080798868040844,-0.0049924923634002,-0.004792556185924821,-0.004427515564732462,0.005079104727922681,0.0012256660666359466,-0.008225806470510008,-0.00424175377989304,-5.767386530412848e-05,0.001404486985980904,0.0003928484694236258
2006-08-09,-0.004409451449622834,0.004543434159259466,0.0026003909750043764,-0.005582973593113813,0.003557238372970797,0.011945693496687351,0.009178980147106344,0.02086399798934975,-0.0006704712100962661,0.00021537985217563689,-0.00065706694928773
2006-08-10,0.0034383256975039768,-0.0017471885947720066,0.0012063409177261587,0.0033223508316456286,0.01098879927931369,0.008521025682403607,-0.021660514854423926,-0.03189428105616347,6.52877717091795e-05,-0.0018604202018116943,-0.0002754991121127069
2006-08-11,-0.0023746068006287734,-0.009372786284032084,-0.010332126792601246,-0.006020620998127432,-0.009752912280314205,-0.0003050932131521276,-0.00839218742201124,-0.01684534222831373,-0.0033729345001661114,-0.002556833106138565,-0.002185070107463536
2006-08-14,0.0006054946140821717,0.004232766728780327,0.0030833109971902385,-0.010927472569916927,0.005767920750634328,0.0031958153947416325,-0.008460261789665455,0.010643111612383363,-0.0019057157422964076,-0.002562380240516513,-0.0014237659862316597
2006-08-15,0.01127809930352737,0.0251663747023841,0.01329599545776923,0.023286429029753045,0.022732294653014032,0.017265626935901127,-0.0046758821498678466,0.004551009707403811,0.004634316057736079,0.003302630382416918,0.004992629278775043
2006-08-16,0.008510521734856738,0.010587108075244947,0.005780434307482166,0.014963990744576286,0.010658106774328172,0.004718828899722041,0.006271606948963518,0.01791176576844007,0.003996469361265367,0.001703907139760721,0.004013952066827267
2006-08-17,0.001588684054002767,-0.0019194088710966927,-0.006561422165041672,-0.0016437576153059273,-0.0023245705683565964,-0.0176085677949233,-0.020212052016822565,-0.02914789520973675,-0.00042478065996558217,-0.001367999338539636,-0.000654773560571351
2006-08-18,0.0051190681768456675,0.00341357251165604,0.0021138263607195086,0.005684238533075606,0.004834405855515714,-0.0029086393044864133,-0.000997602255256622,0.007591405692990286,0.0025117527558145693,0.0032888307459977974,0.001814170272117568
2006-08-21,-0.003846901324108296,-0.002024504464969088,0.002108496011565,-0.005663138879217919,-0.008733136390001547,-0.013239758367556906,0.022242271837912123,0.029007335869769627,0.0010402393971556535,0.002387346241398871,0.0012410977042559136
2006-08-22,-0.00033337301618789654,-0.007245418386805966,-0.006572674713114776,-0.008694147297883356,0.002695612225365476,0.006751235884865217,-0.005462534211939027,-0.009606331692268696,0.00018508460182993476,0.0012973154104550379,0.00048281306733384506
2006-08-23,-0.004320278242124817,-0.00368284563702552,-0.002937147619173894,-0.0271386382159408,-0.007348286897282771,-0.014072485728673409,-0.0035595276028006916,0.016493438180884182,-0.0011540374762727822,-0.0016551361690600318,-0.0005584804983048007
2006-08-24,0.0003590801642883858,0.003115440570620478,0.004889003396302119,0.00018167423429511737,-0.008122387100859704,-0.0028453251576572723,-0.0029249898218786517,-0.011380027465820272,0.0007949871502959806,-0.001953398200711762,-0.00017999999999999998
2006-08-25,0.0009741170343645212,-0.0016032787002389502,-0.001555615524036422,0.0038695027482161383,-0.005274606447286764,-0.0027252131771733777,-0.00034190535971594143,0.004674403016450349,0.0011604086211274979,0.002089977004770718,0.0012390761632364434
2006-08-28,0.004508629885580609,0.01078456883511432,0.007625163444482455,0.01739280790545246,-0.002374418952870092,-0.0005628851770699693,-0.01313553005216865,-0.031419974709970086,-0.0003011950329886857,-0.0032318218995921887,0.00010392988647962804
2006-08-29,0.0011209381006843234,0.003616144650983768,0.002097989655439905,0.0013063464956669236,0.007884400975128505,0.00939269856458054,0.0014607266982894075,0.020016146844924768,0.0006713041659747866,0.00011569238327487037,0.0004809680857343481
2006-08-30,0.00035440761019207807,0.001440626818333637,0.006183537352027438,0.002222723452226363,-0.006725481803398756,0.004624164686577295,0.008173827697998196,0.01904607481623806,0.0010358565341915395,0.0007093453960099329,0.000480332899135474
2006-08-31,-0.0007908656794179268,-0.0015820494595264888,-0.0033416892488141036,-0.008005698823446192,0.003480278411769857,-0.0033253623537833764,0.012165635979609027,0.03155210158846129,0.0011556765119658664,0.001989329516637175,0.00321600603122836
2006-09-01,0.0058367864847601375,0.006389332304363094,0.006143514412673779,0.0210467183459244,0.008552860538096651,0.009644535886449179,-0.0008418020160142701,0.00382851300024043,0.0012852459289995678,-0.000576119011394116,-0.0013900581552740653
2006-09-05,0.0020782547571793542,-0.0014877616490029054,0.0011507616514611963,0.0031397866611448722,0.013538015089187705,0.007674152672262103,0.020512862345124484,0.0009574338949538188,-0.0034811743820977402,-0.004457364955736586,-0.0032254251094243846
2006-09-06,-0.009293245610258039,-0.015888703660217905,-0.015937046356300243,-0.027037909801240344,-0.015178408191866466,-0.019297339948520363,-0.010582253586311286,0.0008018908843731911,-0.0009321644635550628,-0.0006969902368030521,-0.0002
2006-09-07,-0.004253764299598916,-0.010571142593037175,-0.014362177367969875,-0.01231431196865942,-0.008165217205443854,-0.003992670095174144,-0.025633134672656287,-0.032383571292993095,0.0005327009211319791,-0.0017924504753780378,0.0008432720539284013
2006-09-08,0.002027296630437081,-0.0007517311129239477,-0.0015897866786191094,-0.0001280839652004982,-0.0002,0.004876522001923323,-0.0104756812506557,-0.03520394519217642,0.0007746012417266581,-0.000797544181153764,0.0008417879252870854
2006-09-11,0.0010257559733797051,0.00035203568818851247,-0.014121548142505458,-0.025445126693377083,-0.015528530317894385,-0.017624329471099175,-0.03464292012317296,-0.08717446786663999,-0.0020276186825667563,-0.002792369479071377,-0.0005782635305525916
2006-09-12,0.009135719118539254,0.012486355633685586,0.020035356088446067,0.023183147598795785,0.007954252304026998,0.01804691872365736,-0.0019068149053154348,-0.00525641145135971,0.0026080869340962876,0.0016997040130741548,0.0013150147139053604
2006-09-13,0.003894056587369721,0.0021961669738556956,0.002106278092962355,0.017153589241588364,-0.012699903265980606,0.01103203918044946,0.0027065136657175915,0.014864921082347249,0.0007730400419334373,0.0019945678290804515,0.0024464236388414885
2006-09-14,0.00025301435454558893,0.001212868859223204,-0.0002,-0.008941946929689882,-0.0009446646851577698,-0.01118230616113538,-0.024748252488600485,-0.04356169800234868,-0.0021455327463840933,-8.048774778000574e-07,-0.00274583818613785
2006-09-15,0.00221526894266908,-0.004106596705221199,-0.0020404198619189628,0.00030219949037400015,-0.000945309767794744,0.003332764242313968,0.0036447807582460135,0.009052334474444845,-0.0008087347578049851,-0.0033854493590469658,-0.0008615603228520284
2006-09-18,0.0010045299302076983,0.004811347041253167,-0.0029666146967193495,0.02266058686027248,0.0027828311971036302,0.01212272366428977,0.014946221069644472,0.03415506039966896,-0.0016632550915542054,-0.0008979411718771589,-1.147081555010737e-05
2006-09-19,-0.0027568385234903125,-0.010606538319731263,-0.01129552889829768,-0.016874645065804515,-0.00837850346068616,-0.0127450760174739,-0.0242095815567789,-0.03439874367710518,0.005782409133530764,0.0020974169138507693,0.0036773572517136755
2006-09-20,0.0045497516352434935,0.015245089931620081,0.012890106947372337,-0.0047604691777001435,0.0035481723669592347,0.023699351743158716,0.006652931723219547,0.008884127899853244,4.293735617741951e-05,-0.0015960810168209826,0.0014015650510514678
2006-09-21,-0.004402163597816222,0.003252419914724114,0.0034916010478384996,-0.020026575683227764,-0.0002,-0.005114074256481715,0.012365449644539983,0.02726653948672595,0.006958774025739945,0.00559095783809791,0.005818065358637692
2006-09-22,-0.0032892354820671875,-0.002995099724484329,-0.0020390521880340406,-0.00859802187921479,-0.014389634020573383,-0.0039036064274538206,0.009107118302624095,-0.0032398207825620417,0.0028111033812827425,0.002976595746883004,0.0003613162631401547
2006-09-25,0.0072075070769894506,0.005298123270843314,0.005327646685736354,0.002819788268603385,0.005860845451877795,0.012811110123223756,-0.0020784420257697,0.0031180613736587538,0.003163469504846339,0.0025695591517538086,0.0012948077040621842
2006-09-26,0.008428580889024295,0.0029089462053039973,0.0025487915388075822,0.025497268018841203,0.0005526203019645461,-0.012432390786607206,0.004932628038531762,0.016782529381659674,-0.0027134841189984326,-0.0017780382437636798,-0.002998344988870327
2006-09-27,0.0009131142068419031,0.003968838709103451,0.0025405309617529737,0.005955997300514749,0.014849096073888934,0.005991987680937761,0.01852342698117513,0.021069082496262916,-0.00044062394246038286,-0.00039808178968838684,-0.0006676778436445428
2006-09-28,2.3867247875597632e-05,0.004270095008538344,0.00116676163984073,0.011965949505862583,0.004988931057603652,0.003738516923377211,-0.0010354409907058714,-0.00699858176645276,-0.0011603385233110108,-1.878966142698611e-06,7.988846807236455e-05
2006-09-29,-0.0019906909137543892,-0.0021072842907549293,-0.004294206813354817,0.0003622867362329309,-0.0016748730941823719,-0.0028968598614630635,-0.004882253819461634,-0.00799829735136195,-0.0012807551456923915,-0.0005954765905108681,-0.0006673084334309019
2006-10-02,-0.003993488596467462,-0.0010291950385390857,0.003931038254185129,0.002278622020467205,0.010159628939489032,0.00031131156123416454,-0.0072365007956499,-0.0015772398662007724,0.0015818924415099268,0.0008724251596049083,0.0014655274086590865
2006-10-03,0.0021469294513186267,0.0009887717718671386,0.0007299842839870309,-0.016297974591983386,-0.003834662351839977,0.0011717601803909595,-0.033174873072561215,-0.05483675356931465,-0.00030100542699056137,-0.0036518233308541624,0.0004769077764646547
2006-10-04,0.011875434634365759,0.011388381928360294,0.009365426329333307,0.032085059841372734,0.0078902286604728,0.014789087263630998,-0.013828305613645606,-0.00110509051745171,0.004400971489118513,0.0037028093370220084,0.004604120819331328
2006-10-05,0.0015951130206358212,0.0006594060645189327,-0.002431084053155661,0.013413110629810612,0.008553397230155538,0.001995997434020749,0.010286562778144395,0.02556072898333646,-0.003659436446675477,-0.0017674461024361075,-0.0034476627167724793
2006-10-06,-0.0018043606776130682,-0.009090576997799513,-0.005144099732016946,-0.0035839347022425393,-0.011723684707989054,-0.009588913634728288,-0.002111207199973084,0.001354590924253898,-0.005598644732051891,-0.003060596442128347,-0.005800295258886742
2006-10-09,0.0007814631310592702,0.0014067048045765663,0.0011804831419558038,0.004259903140136537,-0.009669237366035463,-0.008216985242526495,0.005448859309048329,0.01631388071172031,0.0010312740833818414,-0.002172198944157586,0.0005734903359152078
2006-10-10,0.0012241115602494436,0.0001367745332894878,0.0007260228624937494,0.01423664911661933,0.007926091929246162,0.009518074049064865,-0.004378035300796099,-0.014366899197012659,-0.006226113242407114,-0.004172351446651776,-0.0046037089810884585
2006-10-11,-0.0018035417661707441,-0.0016579191530018832,0.0020824479546353715,-0.005811117481967429,-0.009682758815542078,0.004075305338417559,-0.0015852164462170503,0.00476696033682418,-0.0013977037985591222,-0.003085710055444266,-0.0024492656400596923
2006-10-12,0.00920828021930993,0.012190232389304237,0.006140124195964727,0.020517211269626426,0.010152176127940463,0.019190635280725246,0.009846413507651988,0.010381176673432593,0.00043036563041128035,-7.996279033110936e-05,0.0021891507925680532
2006-10-13,0.0020170397867072666,-0.004044286344222867,0.00744705759891702,0.009859493359628616,-0.003102088365337694,-0.0013680973150364405,0.020370335841337253,0.030640969043214186,-0.0018849510822101377,-0.001888228182102367,-0.003866879609708482
2006-10-16,0.0015003206679065763,0.0021268620403035034,0.00605336381132722,0.008125127424341752,0.010809235960202404,0.005289998065734894,0.00971762566835517,0.017519143323673506,0.0015278629049180893,0.0006255344793256313,0.0022880706795077167
2006-10-17,-0.003681553235566113,-0.007084090194567946,-0.0041622777398262895,-0.014447980166825178,-0.005977242216146858,-0.008221835990588053,-0.009473731517323489,-0.013434583212128023,0.0009146896123549265,-0.0002810458066976749,0.001711599610692074
